epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,11.841490745544434,,
0,99,,,11.191096305847168,,
0,107,,,,0.4740000069141388,11.05887222290039
1,149,,,10.766301155090332,,
1,199,,,10.628896713256836,,
1,215,,,,0.652400016784668,10.579588890075684
2,249,,,10.492748260498047,,
2,299,,,10.482450485229492,,
2,323,,,,0.7038000226020813,10.421963691711426
3,349,,,10.416938781738281,,
3,399,,,10.361285209655762,,
3,431,,,,0.7333999872207642,10.333152770996094
4,449,,,10.26657485961914,,
4,499,,,10.350594520568848,,
4,539,,,,0.7680000066757202,10.256382942199707
5,549,,,10.293231010437012,,
5,599,,,10.22722053527832,,
5,647,,,,0.7806000113487244,10.206143379211426
6,649,,,10.232952117919922,,
6,699,,,10.211527824401855,,
6,749,,,10.19895076751709,,
6,755,,,,0.7950000166893005,10.16464900970459
7,799,,,10.129826545715332,,
7,849,,,10.13505744934082,,
7,863,,,,0.7972000241279602,10.152751922607422
8,899,,,10.14346694946289,,
8,949,,,10.026683807373047,,
8,971,,,,0.8180000185966492,10.123916625976562
9,999,,,10.087652206420898,,
9,1049,,,10.0478515625,,
9,1079,,,,0.8087999820709229,10.112382888793945
10,1080,0.8238000273704529,10.070579528808594,,,
