epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,1.8637126684188843,,
0,99,,,1.2446614503860474,,
0,107,,,,0.5698000192642212,1.2979165315628052
1,149,,,1.0848774909973145,,
1,199,,,1.0469250679016113,,
1,215,,,,0.7125999927520752,1.0073312520980835
2,249,,,1.0343629121780396,,
2,299,,,0.8440384864807129,,
2,323,,,,0.7784000039100647,0.8565990924835205
3,349,,,0.8571822047233582,,
3,399,,,0.7270107269287109,,
3,431,,,,0.8113999962806702,0.7815756797790527
4,449,,,0.7694228887557983,,
4,499,,,0.7752777338027954,,
4,539,,,,0.8285999894142151,0.7419427037239075
5,549,,,0.7233508229255676,,
5,599,,,0.6590679883956909,,
5,647,,,,0.8330000042915344,0.715309739112854
6,649,,,0.7272964119911194,,
6,699,,,0.731840968132019,,
6,749,,,0.6753486394882202,,
6,755,,,,0.8464000225067139,0.6731759309768677
7,799,,,0.6444401741027832,,
7,849,,,0.6243767738342285,,
7,863,,,,0.8596000075340271,0.6354676485061646
8,899,,,0.7229628562927246,,
8,949,,,0.639107882976532,,
8,971,,,,0.8543999791145325,0.6411930322647095
9,999,,,0.6966747045516968,,
9,1049,,,0.650906503200531,,
9,1079,,,,0.8605999946594238,0.6308058500289917
10,1080,0.870199978351593,0.5932576656341553,,,
