epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,1.4168236255645752,,
0,99,,,0.8538596034049988,,
0,107,,,,0.7093999981880188,0.857589840888977
1,149,,,0.6847690343856812,,
1,199,,,0.6586548686027527,,
1,215,,,,0.8162000179290771,0.6117165684700012
2,249,,,0.482520192861557,,
2,299,,,0.6418320536613464,,
2,323,,,,0.8564000129699707,0.5275579690933228
3,349,,,0.4907611310482025,,
3,399,,,0.5713767409324646,,
3,431,,,,0.866599977016449,0.49781909584999084
4,449,,,0.4650602340698242,,
4,499,,,0.4466787278652191,,
4,539,,,,0.8694000244140625,0.47671592235565186
5,549,,,0.4593876302242279,,
5,599,,,0.3358709216117859,,
5,647,,,,0.8748000264167786,0.46524712443351746
6,649,,,0.44947636127471924,,
6,699,,,0.38652724027633667,,
6,749,,,0.39557111263275146,,
6,755,,,,0.876800000667572,0.44175809621810913
7,799,,,0.42107638716697693,,
7,849,,,0.40896058082580566,,
7,863,,,,0.8822000026702881,0.44188228249549866
8,899,,,0.29075413942337036,,
8,949,,,0.44195473194122314,,
8,971,,,,0.8862000107765198,0.41662222146987915
9,999,,,0.3987607955932617,,
9,1049,,,0.35496586561203003,,
9,1079,,,,0.8884000182151794,0.4105631411075592
10,1080,0.9013000130653381,0.3613945245742798,,,
