epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,1.4694762229919434,,
0,99,,,0.8809593319892883,,
0,107,,,,0.7103999853134155,0.881492555141449
1,149,,,0.7403756976127625,,
1,199,,,0.6193361282348633,,
1,215,,,,0.8032000064849854,0.6645117402076721
2,249,,,0.6201580762863159,,
2,299,,,0.5460020303726196,,
2,323,,,,0.8356000185012817,0.5732234120368958
3,349,,,0.5567275881767273,,
3,399,,,0.4762444496154785,,
3,431,,,,0.8519999980926514,0.5277894735336304
4,449,,,0.5674365162849426,,
4,499,,,0.515376091003418,,
4,539,,,,0.8718000054359436,0.4846879541873932
5,549,,,0.38139596581459045,,
5,599,,,0.547943115234375,,
5,647,,,,0.8709999918937683,0.4765191376209259
6,649,,,0.4489394724369049,,
6,699,,,0.3898032605648041,,
6,749,,,0.40329593420028687,,
6,755,,,,0.8787999749183655,0.46075284481048584
7,799,,,0.45967137813568115,,
7,849,,,0.3503298759460449,,
7,863,,,,0.8805999755859375,0.44909560680389404
8,899,,,0.43945789337158203,,
8,949,,,0.4259488582611084,,
8,971,,,,0.8866000175476074,0.43396079540252686
9,999,,,0.368753045797348,,
9,1049,,,0.4662267863750458,,
9,1079,,,,0.8813999891281128,0.427998423576355
10,1080,0.8884999752044678,0.40395858883857727,,,
