epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,2.1257598400115967,,
0,99,,,1.6389951705932617,,
0,107,,,,0.38260000944137573,1.5372990369796753
1,149,,,1.3849964141845703,,
1,199,,,1.3020681142807007,,
1,215,,,,0.5508000254631042,1.2130783796310425
2,249,,,1.202142596244812,,
2,299,,,1.169995665550232,,
2,323,,,,0.6055999994277954,1.1143174171447754
3,349,,,1.1938964128494263,,
3,399,,,1.0523395538330078,,
3,431,,,,0.621399998664856,1.074233055114746
4,449,,,1.1013849973678589,,
4,499,,,1.1265175342559814,,
4,539,,,,0.6304000020027161,1.051963210105896
5,549,,,1.0601003170013428,,
5,599,,,1.034572958946228,,
5,647,,,,0.6416000127792358,1.0303605794906616
6,649,,,1.0127239227294922,,
6,699,,,1.0975379943847656,,
6,749,,,1.140019178390503,,
6,755,,,,0.6403999924659729,1.0203638076782227
7,799,,,0.952548086643219,,
7,849,,,1.071153163909912,,
7,863,,,,0.6525999903678894,1.0174217224121094
8,899,,,0.9676084518432617,,
8,949,,,0.9707767963409424,,
8,971,,,,0.6371999979019165,1.0164743661880493
9,999,,,1.0887863636016846,,
9,1049,,,1.0186362266540527,,
9,1079,,,,0.6597999930381775,1.0004140138626099
10,1080,0.6585000157356262,1.0307375192642212,,,
