epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,11.937518119812012,,
0,99,,,11.18615436553955,,
0,107,,,,0.46959999203681946,11.156831741333008
1,149,,,10.8702974319458,,
1,199,,,10.727862358093262,,
1,215,,,,0.6197999715805054,10.665949821472168
2,249,,,10.673237800598145,,
2,299,,,10.478902816772461,,
2,323,,,,0.6912000179290771,10.478124618530273
3,349,,,10.473272323608398,,
3,399,,,10.3597993850708,,
3,431,,,,0.7342000007629395,10.361961364746094
4,449,,,10.326242446899414,,
4,499,,,10.28387451171875,,
4,539,,,,0.7662000060081482,10.280150413513184
5,549,,,10.293566703796387,,
5,599,,,10.23331356048584,,
5,647,,,,0.7748000025749207,10.245028495788574
6,649,,,10.252192497253418,,
6,699,,,10.203936576843262,,
6,749,,,10.199653625488281,,
6,755,,,,0.7965999841690063,10.186331748962402
7,799,,,10.177332878112793,,
7,849,,,10.159229278564453,,
7,863,,,,0.8047999739646912,10.16558837890625
8,899,,,10.226871490478516,,
8,949,,,10.13228702545166,,
8,971,,,,0.8108000159263611,10.153133392333984
9,999,,,10.197365760803223,,
9,1049,,,10.106682777404785,,
9,1079,,,,0.8113999962806702,10.117466926574707
10,1080,0.8217999935150146,10.08716106414795,,,
